event_id,timestamp,date,category,channel,user_id,amount
e0000814,2024-01-02T17:51:13,2024-01-02,signup,web,u0294,0.0
e0001052,2024-01-02T17:53:27,2024-01-02,support_ticket,web,u0431,0.0
e0000614,2024-01-02T17:54:08,2024-01-02,purchase,api,u0235,20.18
e0000597,2024-01-02T17:54:23,2024-01-02,refund,api,u0469,-13.68
e0001098,2024-01-02T17:54:29,2024-01-02,support_ticket,web,u0014,0.0
e0000792,2024-01-02T17:56:32,2024-01-02,purchase,api,u0168,69.7
e0000881,2024-01-02T17:58:17,2024-01-02,support_ticket,partner,u0099,0.0
e0001001,2024-01-02T18:03:17,2024-01-02,signup,web,u0418,0.0
e0000661,2024-01-02T18:03:59,2024-01-02,purchase,mobile,u0169,78.92
e0001158,2024-01-02T18:05:45,2024-01-02,signup,partner,u0216,0.0
e0000714,2024-01-02T18:07:39,2024-01-02,signup,web,u0316,0.0
e0000848,2024-01-02T18:10:30,2024-01-02,support_ticket,web,u0205,0.0
e0000719,2024-01-02T18:18:00,2024-01-02,refund,partner,u0460,-12.53
e0000657,2024-01-02T18:19:47,2024-01-02,signup,web,u0148,0.0
e0001086,2024-01-02T18:21:11,2024-01-02,purchase,partner,u0032,40.09
e0000671,2024-01-02T18:23:10,2024-01-02,purchase,mobile,u0411,21.04
e0000987,2024-01-02T18:23:24,2024-01-02,signup,mobile,u0131,0.0
e0000685,2024-01-02T18:24:31,2024-01-02,signup,mobile,u0065,0.0
e0001192,2024-01-02T18:25:29,2024-01-02,purchase,mobile,u0324,36.0
e0000808,2024-01-02T18:25:30,2024-01-02,support_ticket,api,u0461,0.0
e0000929,2024-01-02T18:26:23,2024-01-02,purchase,mobile,u0366,82.86
e0000620,2024-01-02T18:28:01,2024-01-02,support_ticket,partner,u0454,0.0
e0000838,2024-01-02T18:29:32,2024-01-02,signup,web,u0419,0.0
e0001171,2024-01-02T18:29:51,2024-01-02,purchase,mobile,u0195,81.46
e0000875,2024-01-02T18:30:00,2024-01-02,support_ticket,mobile,u0196,0.0
e0000983,2024-01-02T18:31:58,2024-01-02,purchase,web,u0366,73.74
e0000747,2024-01-02T18:35:20,2024-01-02,signup,mobile,u0480,0.0
e0000646,2024-01-02T18:38:54,2024-01-02,purchase,api,u0169,88.16
e0000631,2024-01-02T18:39:59,2024-01-02,refund,api,u0213,-28.77
e0000659,2024-01-02T18:40:15,2024-01-02,signup,partner,u0449,0.0
e0001035,2024-01-02T18:43:12,2024-01-02,support_ticket,api,u0194,0.0
e0000605,2024-01-02T18:56:37,2024-01-02,signup,api,u0225,0.0
e0000670,2024-01-02T19:09:48,2024-01-02,purchase,api,u0230,53.46
e0001044,2024-01-02T19:10:06,2024-01-02,support_ticket,mobile,u0315,0.0
e0000598,2024-01-02T19:12:03,2024-01-02,signup,mobile,u0498,0.0
e0001108,2024-01-02T19:17:46,2024-01-02,purchase,web,u0430,33.9
e0000806,2024-01-02T19:18:05,2024-01-02,purchase,partner,u0011,84.61
e0000699,2024-01-02T19:19:37,2024-01-02,support_ticket,api,u0476,0.0
e0001022,2024-01-02T19:22:23,2024-01-02,purchase,mobile,u0154,31.04
e0000796,2024-01-02T19:27:47,2024-01-02,signup,mobile,u0217,0.0
e0000765,2024-01-02T19:28:11,2024-01-02,purchase,mobile,u0437,39.99
e0000574,2024-01-02T19:35:41,2024-01-02,purchase,mobile,u0357,25.82
e0000907,2024-01-02T19:36:28,2024-01-02,purchase,partner,u0107,71.06
e0000816,2024-01-02T19:38:15,2024-01-02,purchase,web,u0296,62.23
e0000672,2024-01-02T19:38:34,2024-01-02,purchase,api,u0033,69.22
e0000840,2024-01-02T19:42:47,2024-01-02,purchase,api,u0198,29.15
e0000903,2024-01-02T19:43:15,2024-01-02,signup,partner,u0493,0.0
e0000892,2024-01-02T19:46:33,2024-01-02,signup,mobile,u0115,0.0
e0001131,2024-01-02T19:48:01,2024-01-02,purchase,mobile,u0213,28.12
e0000723,2024-01-02T19:51:05,2024-01-02,support_ticket,api,u0143,0.0
e0000706,2024-01-02T19:54:20,2024-01-02,signup,api,u0129,0.0
e0000790,2024-01-02T19:56:49,2024-01-02,refund,mobile,u0339,-13.55
e0001093,2024-01-02T19:57:00,2024-01-02,signup,partner,u0210,0.0
e0000801,2024-01-02T19:59:20,2024-01-02,refund,mobile,u0375,-22.18
e0001051,2024-01-02T20:00:15,2024-01-02,purchase,api,u0093,33.46
e0000824,2024-01-02T20:00:46,2024-01-02,purchase,partner,u0447,47.31
e0000827,2024-01-02T20:01:14,2024-01-02,support_ticket,partner,u0305,0.0
e0000855,2024-01-02T20:01:16,2024-01-02,refund,mobile,u0218,-58.07
e0000837,2024-01-02T20:01:47,2024-01-02,purchase,api,u0415,83.35
e0001148,2024-01-02T20:02:37,2024-01-02,purchase,api,u0207,51.91
e0001104,2024-01-02T20:02:59,2024-01-02,refund,mobile,u0006,-49.37
e0001156,2024-01-02T20:06:53,2024-01-02,support_ticket,partner,u0308,0.0
e0001047,2024-01-02T20:07:01,2024-01-02,purchase,web,u0025,38.41
e0001204,2024-01-02T20:08:12,2024-01-02,support_ticket,api,u0163,0.0
e0000963,2024-01-02T20:11:20,2024-01-02,signup,api,u0451,0.0
e0001177,2024-01-02T20:11:49,2024-01-02,signup,api,u0037,0.0
e0001197,2024-01-02T20:13:02,2024-01-02,support_ticket,mobile,u0176,0.0
e0000918,2024-01-02T20:13:42,2024-01-02,support_ticket,partner,u0192,0.0
e0001038,2024-01-02T20:15:27,2024-01-02,purchase,api,u0232,47.5
e0000601,2024-01-02T20:23:28,2024-01-02,purchase,partner,u0164,79.5
e0000854,2024-01-02T20:40:39,2024-01-02,purchase,api,u0398,69.1
e0000788,2024-01-02T20:41:02,2024-01-02,signup,api,u0003,0.0
e0000889,2024-01-02T20:41:33,2024-01-02,purchase,partner,u0051,61.29
e0000880,2024-01-02T20:42:33,2024-01-02,signup,partner,u0298,0.0
e0000943,2024-01-02T20:46:01,2024-01-02,purchase,api,u0213,36.14
e0000622,2024-01-02T20:49:30,2024-01-02,support_ticket,web,u0423,0.0
e0000642,2024-01-02T20:52:39,2024-01-02,signup,api,u0011,0.0
e0000573,2024-01-02T20:59:03,2024-01-02,purchase,partner,u0287,61.9
e0001090,2024-01-02T21:03:52,2024-01-02,purchase,partner,u0021,40.41
e0000786,2024-01-02T21:05:08,2024-01-02,signup,web,u0187,0.0
e0001026,2024-01-02T21:05:43,2024-01-02,support_ticket,api,u0230,0.0
e0000624,2024-01-02T21:06:57,2024-01-02,purchase,api,u0371,38.11
e0000946,2024-01-02T21:07:34,2024-01-02,purchase,web,u0345,58.37
e0000675,2024-01-02T21:18:49,2024-01-02,purchase,mobile,u0272,29.85
e0000978,2024-01-02T21:19:36,2024-01-02,support_ticket,partner,u0382,0.0
e0001053,2024-01-02T21:20:51,2024-01-02,support_ticket,web,u0085,0.0
e0000967,2024-01-02T21:25:42,2024-01-02,support_ticket,mobile,u0344,0.0
e0000760,2024-01-02T21:31:50,2024-01-02,refund,partner,u0331,-57.46
e0001075,2024-01-02T21:31:50,2024-01-02,refund,web,u0054,-53.64
e0001100,2024-01-02T21:32:39,2024-01-02,support_ticket,mobile,u0150,0.0
e0000917,2024-01-02T21:33:10,2024-01-02,purchase,api,u0031,77.99
e0000595,2024-01-02T21:36:05,2024-01-02,signup,web,u0294,0.0
e0001140,2024-01-02T21:36:41,2024-01-02,purchase,mobile,u0114,37.69
e0000882,2024-01-02T21:36:42,2024-01-02,purchase,partner,u0321,49.33
e0000650,2024-01-02T21:38:51,2024-01-02,signup,partner,u0204,0.0
e0000683,2024-01-02T21:39:17,2024-01-02,purchase,partner,u0079,31.12
e0001010,2024-01-02T21:48:06,2024-01-02,signup,web,u0142,0.0
e0000612,2024-01-02T21:48:10,2024-01-02,purchase,api,u0237,18.81
e0000976,2024-01-02T21:50:27,2024-01-02,support_ticket,partner,u0273,0.0
e0000940,2024-01-02T21:50:44,2024-01-02,purchase,partner,u0169,17.75
e0001199,2024-01-02T21:56:26,2024-01-02,signup,web,u0139,0.0
e0000594,2024-01-02T21:59:21,2024-01-02,support_ticket,api,u0318,0.0
e0000770,2024-01-02T22:05:05,2024-01-02,support_ticket,partner,u0042,0.0
e0001068,2024-01-02T22:05:27,2024-01-02,support_ticket,api,u0331,0.0
e0001198,2024-01-02T22:06:51,2024-01-02,purchase,partner,u0422,52.68
e0000828,2024-01-02T22:07:35,2024-01-02,support_ticket,web,u0191,0.0
e0001193,2024-01-02T22:08:21,2024-01-02,signup,web,u0085,0.0
e0001201,2024-01-02T22:10:58,2024-01-02,signup,api,u0436,0.0
e0000724,2024-01-02T22:11:20,2024-01-02,support_ticket,web,u0256,0.0
e0001187,2024-01-02T22:16:14,2024-01-02,signup,partner,u0400,0.0
e0000649,2024-01-02T22:18:48,2024-01-02,purchase,mobile,u0010,43.25
e0001135,2024-01-02T22:19:11,2024-01-02,purchase,partner,u0220,43.49
e0000647,2024-01-02T22:20:48,2024-01-02,refund,web,u0279,-50.99
e0000742,2024-01-02T22:21:52,2024-01-02,signup,partner,u0103,0.0
e0001088,2024-01-02T22:27:21,2024-01-02,purchase,partner,u0384,73.5
e0000662,2024-01-02T22:32:26,2024-01-02,signup,api,u0405,0.0
e0000919,2024-01-02T22:33:16,2024-01-02,purchase,partner,u0079,30.16
e0001103,2024-01-02T22:33:38,2024-01-02,signup,web,u0307,0.0
e0001130,2024-01-02T22:38:12,2024-01-02,support_ticket,mobile,u0485,0.0
e0001160,2024-01-02T22:41:43,2024-01-02,purchase,web,u0486,54.97
e0000911,2024-01-02T22:42:59,2024-01-02,purchase,mobile,u0056,26.37
e0000811,2024-01-02T22:43:19,2024-01-02,purchase,partner,u0358,15.8
e0000802,2024-01-02T22:49:36,2024-01-02,purchase,partner,u0282,26.18
e0000945,2024-01-02T22:52:05,2024-01-02,purchase,partner,u0004,81.35
e0000888,2024-01-02T22:52:13,2024-01-02,support_ticket,partner,u0399,0.0
e0000618,2024-01-02T22:52:46,2024-01-02,purchase,partner,u0307,21.52
e0000973,2024-01-02T22:53:18,2024-01-02,purchase,web,u0027,26.01
e0001046,2024-01-02T22:53:33,2024-01-02,purchase,api,u0104,55.82
e0000984,2024-01-02T22:54:06,2024-01-02,purchase,mobile,u0455,35.83
e0000581,2024-01-02T22:56:23,2024-01-02,support_ticket,mobile,u0477,0.0
e0000579,2024-01-02T22:56:49,2024-01-02,refund,api,u0004,-28.51
e0001167,2024-01-02T22:58:26,2024-01-02,purchase,api,u0494,19.18
e0000745,2024-01-02T23:00:59,2024-01-02,signup,api,u0422,0.0
e0000869,2024-01-02T23:01:35,2024-01-02,support_ticket,api,u0309,0.0
e0000758,2024-01-02T23:02:29,2024-01-02,signup,web,u0404,0.0
e0000965,2024-01-02T23:03:07,2024-01-02,purchase,web,u0440,74.97
e0001018,2024-01-02T23:03:31,2024-01-02,support_ticket,api,u0023,0.0
e0001065,2024-01-02T23:04:14,2024-01-02,purchase,api,u0306,18.85
e0001055,2024-01-02T23:04:28,2024-01-02,signup,web,u0230,0.0
e0000937,2024-01-02T23:05:36,2024-01-02,signup,mobile,u0438,0.0
e0000879,2024-01-02T23:05:41,2024-01-02,purchase,web,u0263,60.41
e0001043,2024-01-02T23:05:58,2024-01-02,purchase,web,u0051,24.13
e0000664,2024-01-02T23:07:28,2024-01-02,purchase,api,u0479,61.41
e0000891,2024-01-02T23:08:32,2024-01-02,support_ticket,partner,u0409,0.0
e0000609,2024-01-02T23:14:03,2024-01-02,purchase,partner,u0155,34.82
e0000835,2024-01-02T23:18:41,2024-01-02,purchase,api,u0032,76.45
e0000771,2024-01-02T23:22:54,2024-01-02,purchase,web,u0007,59.83
e0000901,2024-01-02T23:23:15,2024-01-02,purchase,web,u0156,18.68
e0001067,2024-01-02T23:28:30,2024-01-02,support_ticket,web,u0248,0.0
e0001082,2024-01-02T23:28:36,2024-01-02,purchase,partner,u0488,73.57
e0000583,2024-01-02T23:29:51,2024-01-02,support_ticket,partner,u0116,0.0
e0001165,2024-01-02T23:30:25,2024-01-02,purchase,mobile,u0251,88.36
e0000969,2024-01-02T23:30:48,2024-01-02,signup,web,u0493,0.0
e0001195,2024-01-02T23:37:15,2024-01-02,purchase,partner,u0178,81.5
e0000876,2024-01-02T23:40:22,2024-01-02,purchase,web,u0092,21.14
e0001015,2024-01-02T23:42:31,2024-01-02,signup,web,u0139,0.0
e0001120,2024-01-02T23:49:57,2024-01-02,support_ticket,partner,u0354,0.0
e0000865,2024-01-02T23:53:10,2024-01-02,purchase,mobile,u0388,56.67
e0001084,2024-01-02T23:54:03,2024-01-02,purchase,web,u0381,21.4
e0000873,2024-01-02T23:54:50,2024-01-02,signup,api,u0328,0.0
e0000691,2024-01-02T23:55:01,2024-01-02,signup,web,u0184,0.0
e0000778,2024-01-02T23:58:04,2024-01-02,support_ticket,web,u0100,0.0
e0001000,2024-01-02T23:58:31,2024-01-02,purchase,partner,u0472,25.39
e0001215,2024-01-03T00:01:28,2024-01-03,purchase,partner,u0370,73.29
e0001423,2024-01-03T00:02:26,2024-01-03,purchase,api,u0382,45.5
e0001477,2024-01-03T00:02:52,2024-01-03,support_ticket,mobile,u0094,0.0
e0001270,2024-01-03T00:03:00,2024-01-03,support_ticket,mobile,u0005,0.0
e0001416,2024-01-03T00:06:01,2024-01-03,purchase,partner,u0340,44.16
e0001388,2024-01-03T00:08:48,2024-01-03,signup,web,u0027,0.0
e0001225,2024-01-03T00:11:43,2024-01-03,support_ticket,mobile,u0423,0.0
e0001668,2024-01-03T00:17:00,2024-01-03,signup,web,u0393,0.0
e0001458,2024-01-03T00:20:06,2024-01-03,support_ticket,web,u0138,0.0
e0001228,2024-01-03T00:21:43,2024-01-03,purchase,web,u0397,53.14
e0001316,2024-01-03T00:22:07,2024-01-03,purchase,partner,u0347,63.51
e0001465,2024-01-03T00:28:54,2024-01-03,support_ticket,web,u0103,0.0
e0001693,2024-01-03T00:31:30,2024-01-03,signup,web,u0207,0.0
e0001340,2024-01-03T00:32:42,2024-01-03,refund,partner,u0495,-46.37
e0001435,2024-01-03T00:38:20,2024-01-03,purchase,partner,u0234,26.04
e0001362,2024-01-03T00:44:14,2024-01-03,purchase,mobile,u0376,82.74
e0001271,2024-01-03T00:45:19,2024-01-03,signup,api,u0283,0.0
e0001272,2024-01-03T00:51:41,2024-01-03,purchase,partner,u0137,59.09
e0001663,2024-01-03T00:56:11,2024-01-03,support_ticket,web,u0170,0.0
e0001638,2024-01-03T01:01:47,2024-01-03,purchase,web,u0127,20.31
e0001460,2024-01-03T01:06:21,2024-01-03,signup,mobile,u0102,0.0
e0001363,2024-01-03T01:10:20,2024-01-03,purchase,api,u0322,79.37
e0001517,2024-01-03T01:18:41,2024-01-03,support_ticket,api,u0127,0.0
e0001513,2024-01-03T01:20:51,2024-01-03,purchase,mobile,u0293,35.13
e0001727,2024-01-03T01:21:41,2024-01-03,purchase,api,u0308,79.66
e0001448,2024-01-03T01:22:44,2024-01-03,signup,api,u0334,0.0
e0001432,2024-01-03T01:22:50,2024-01-03,purchase,mobile,u0004,87.07
e0001353,2024-01-03T01:26:47,2024-01-03,signup,web,u0030,0.0
e0001589,2024-01-03T01:27:21,2024-01-03,purchase,api,u0349,79.02
e0001508,2024-01-03T01:30:53,2024-01-03,support_ticket,partner,u0167,0.0
e0001537,2024-01-03T01:34:04,2024-01-03,purchase,mobile,u0224,27.56
e0001321,2024-01-03T01:37:57,2024-01-03,purchase,partner,u0380,16.54
e0001720,2024-01-03T01:39:27,2024-01-03,support_ticket,partner,u0348,0.0
e0001658,2024-01-03T01:40:08,2024-01-03,refund,partner,u0066,-47.19
e0001527,2024-01-03T01:43:36,2024-01-03,support_ticket,api,u0218,0.0
e0001398,2024-01-03T01:48:30,2024-01-03,signup,api,u0385,0.0
e0001541,2024-01-03T01:49:17,2024-01-03,signup,partner,u0201,0.0
e0001724,2024-01-03T01:51:16,2024-01-03,signup,partner,u0444,0.0
e0001438,2024-01-03T01:54:24,2024-01-03,support_ticket,web,u0143,0.0
e0001651,2024-01-03T01:55:03,2024-01-03,purchase,mobile,u0352,16.2
e0001556,2024-01-03T01:57:07,2024-01-03,refund,web,u0274,-29.66
e0001421,2024-01-03T01:58:03,2024-01-03,purchase,web,u0224,18.04
e0001425,2024-01-03T01:58:58,2024-01-03,purchase,api,u0483,21.95
e0001390,2024-01-03T02:00:01,2024-01-03,purchase,web,u0149,73.79
e0001404,2024-01-03T02:02:02,2024-01-03,purchase,web,u0279,80.16
e0001216,2024-01-03T02:02:37,2024-01-03,purchase,web,u0080,48.69
e0001252,2024-01-03T02:02:38,2024-01-03,purchase,api,u0161,15.07
e0001367,2024-01-03T02:02:44,2024-01-03,support_ticket,partner,u0396,0.0
e0001262,2024-01-03T02:04:37,2024-01-03,purchase,partner,u0085,19.86
e0001385,2024-01-03T02:09:12,2024-01-03,support_ticket,partner,u0172,0.0
e0001410,2024-01-03T02:11:38,2024-01-03,signup,mobile,u0500,0.0
e0001400,2024-01-03T02:11:40,2024-01-03,signup,web,u0025,0.0
e0001430,2024-01-03T02:12:46,2024-01-03,purchase,mobile,u0429,48.39
e0001504,2024-01-03T02:13:26,2024-01-03,purchase,web,u0309,88.6
e0001562,2024-01-03T02:14:39,2024-01-03,support_ticket,partner,u0408,0.0
e0001575,2024-01-03T02:15:08,2024-01-03,purchase,partner,u0069,46.5
e0001743,2024-01-03T02:15:59,2024-01-03,purchase,mobile,u0448,68.07
e0001383,2024-01-03T02:19:21,2024-01-03,purchase,mobile,u0192,34.47
e0001439,2024-01-03T02:23:22,2024-01-03,support_ticket,mobile,u0430,0.0
e0001304,2024-01-03T02:23:24,2024-01-03,support_ticket,api,u0366,0.0
e0001516,2024-01-03T02:29:16,2024-01-03,purchase,api,u0347,75.77
e0001251,2024-01-03T02:30:35,2024-01-03,signup,web,u0384,0.0
e0001357,2024-01-03T02:36:52,2024-01-03,purchase,partner,u0306,21.28
e0001721,2024-01-03T02:39:47,2024-01-03,purchase,api,u0059,23.78
e0001479,2024-01-03T02:41:41,2024-01-03,purchase,partner,u0328,15.09
e0001473,2024-01-03T02:47:55,2024-01-03,purchase,partner,u0212,39.65
e0001572,2024-01-03T02:50:10,2024-01-03,signup,api,u0457,0.0
e0001287,2024-01-03T02:53:30,2024-01-03,support_ticket,partner,u0210,0.0
e0001671,2024-01-03T02:55:04,2024-01-03,purchase,partner,u0169,76.67
e0001546,2024-01-03T02:56:09,2024-01-03,purchase,mobile,u0012,49.23
e0001605,2024-01-03T02:56:45,2024-01-03,support_ticket,web,u0451,0.0
e0001590,2024-01-03T03:02:23,2024-01-03,purchase,mobile,u0156,24.07
e0001332,2024-01-03T03:03:48,2024-01-03,purchase,mobile,u0151,67.49
e0001554,2024-01-03T03:05:35,2024-01-03,signup,partner,u0343,0.0
e0001420,2024-01-03T03:05:52,2024-01-03,signup,partner,u0003,0.0
e0001773,2024-01-03T03:07:34,2024-01-03,purchase,partner,u0381,88.99
e0001461,2024-01-03T03:16:39,2024-01-03,support_ticket,api,u0054,0.0
e0001577,2024-01-03T03:17:25,2024-01-03,purchase,api,u0001,66.45
e0001422,2024-01-03T03:22:34,2024-01-03,purchase,partner,u0286,24.35
e0001728,2024-01-03T03:22:47,2024-01-03,signup,partner,u0442,0.0
e0001436,2024-01-03T03:35:07,2024-01-03,signup,api,u0491,0.0
e0001514,2024-01-03T03:36:42,2024-01-03,refund,api,u0188,-26.28
e0001337,2024-01-03T03:40:28,2024-01-03,purchase,mobile,u0325,87.45
e0001392,2024-01-03T03:40:48,2024-01-03,purchase,mobile,u0325,18.77
e0001359,2024-01-03T03:42:10,2024-01-03,purchase,api,u0228,24.03
e0001545,2024-01-03T03:43:08,2024-01-03,signup,mobile,u0336,0.0
e0001443,2024-01-03T03:45:20,2024-01-03,signup,mobile,u0349,0.0
e0001600,2024-01-03T03:45:26,2024-01-03,support_ticket,partner,u0366,0.0
e0001485,2024-01-03T03:46:41,2024-01-03,signup,web,u0348,0.0
e0001550,2024-01-03T03:48:48,2024-01-03,support_ticket,web,u0286,0.0
e0001222,2024-01-03T03:51:53,2024-01-03,purchase,api,u0328,43.32
e0001411,2024-01-03T03:55:42,2024-01-03,support_ticket,api,u0041,0.0
e0001755,2024-01-03T03:57:32,2024-01-03,signup,mobile,u0481,0.0
e0001510,2024-01-03T04:03:32,2024-01-03,purchase,api,u0407,61.13
e0001644,2024-01-03T04:04:01,2024-01-03,purchase,api,u0441,69.41
e0001281,2024-01-03T04:11:15,2024-01-03,purchase,api,u0448,85.38
e0001351,2024-01-03T04:12:44,2024-01-03,purchase,partner,u0457,67.17
e0001702,2024-01-03T04:13:39,2024-01-03,support_ticket,mobile,u0340,0.0
e0001387,2024-01-03T04:14:21,2024-01-03,support_ticket,partner,u0205,0.0
e0001615,2024-01-03T04:20:11,2024-01-03,support_ticket,api,u0059,0.0
e0001564,2024-01-03T04:22:12,2024-01-03,purchase,partner,u0075,48.91
e0001769,2024-01-03T04:23:22,2024-01-03,signup,web,u0135,0.0
e0001695,2024-01-03T04:25:03,2024-01-03,signup,api,u0225,0.0
e0001585,2024-01-03T04:26:09,2024-01-03,purchase,web,u0313,29.98
e0001350,2024-01-03T04:26:34,2024-01-03,purchase,api,u0390,21.47
e0001483,2024-01-03T04:30:38,2024-01-03,purchase,partner,u0271,63.78
e0001662,2024-01-03T04:37:43,2024-01-03,purchase,mobile,u0106,54.77
e0001707,2024-01-03T04:37:51,2024-01-03,signup,web,u0466,0.0
e0001601,2024-01-03T04:39:26,2024-01-03,support_ticket,api,u0297,0.0
e0001620,2024-01-03T04:41:02,2024-01-03,signup,api,u0052,0.0
e0001719,2024-01-03T04:43:56,2024-01-03,support_ticket,api,u0129,0.0
e0001733,2024-01-03T04:45:02,2024-01-03,support_ticket,api,u0040,0.0
e0001642,2024-01-03T04:46:24,2024-01-03,purchase,mobile,u0427,64.03
e0001424,2024-01-03T04:47:02,2024-01-03,support_ticket,web,u0490,0.0
e0001503,2024-01-03T04:52:44,2024-01-03,purchase,partner,u0305,83.02
e0001242,2024-01-03T04:57:45,2024-01-03,purchase,web,u0034,43.72
e0001279,2024-01-03T04:59:07,2024-01-03,signup,web,u0007,0.0
e0001760,2024-01-03T05:03:15,2024-01-03,purchase,partner,u0407,73.7
e0001584,2024-01-03T05:04:12,2024-01-03,signup,mobile,u0459,0.0
e0001700,2024-01-03T05:04:32,2024-01-03,support_ticket,web,u0111,0.0
e0001234,2024-01-03T05:05:19,2024-01-03,signup,api,u0368,0.0
e0001470,2024-01-03T05:05:41,2024-01-03,purchase,api,u0244,26.41
e0001399,2024-01-03T05:13:53,2024-01-03,purchase,web,u0449,26.07
e0001617,2024-01-03T05:17:35,2024-01-03,support_ticket,web,u0228,0.0
e0001294,2024-01-03T05:18:14,2024-01-03,refund,web,u0299,-50.09
e0001496,2024-01-03T05:18:59,2024-01-03,signup,partner,u0415,0.0
e0001318,2024-01-03T05:19:33,2024-01-03,signup,partner,u0167,0.0
e0001772,2024-01-03T05:23:35,2024-01-03,purchase,api,u0283,50.37
e0001369,2024-01-03T05:24:53,2024-01-03,purchase,api,u0186,18.37
e0001595,2024-01-03T05:25:46,2024-01-03,support_ticket,web,u0063,0.0
e0001370,2024-01-03T05:26:13,2024-01-03,purchase,mobile,u0136,58.27
e0001327,2024-01-03T05:29:05,2024-01-03,purchase,web,u0328,69.21
e0001618,2024-01-03T05:30:08,2024-01-03,refund,partner,u0433,-38.62
e0001523,2024-01-03T05:30:22,2024-01-03,signup,partner,u0459,0.0
e0001492,2024-01-03T05:34:54,2024-01-03,purchase,api,u0099,77.5
e0001480,2024-01-03T05:34:56,2024-01-03,support_ticket,mobile,u0249,0.0
e0001339,2024-01-03T05:36:24,2024-01-03,purchase,web,u0410,32.78
e0001591,2024-01-03T05:37:24,2024-01-03,purchase,partner,u0454,82.53
e0001612,2024-01-03T05:39:09,2024-01-03,purchase,partner,u0453,59.25
e0001538,2024-01-03T05:39:20,2024-01-03,signup,api,u0276,0.0
e0001412,2024-01-03T05:40:56,2024-01-03,support_ticket,mobile,u0005,0.0
e0001518,2024-01-03T05:41:52,2024-01-03,signup,api,u0035,0.0
e0001610,2024-01-03T05:43:54,2024-01-03,purchase,partner,u0335,53.67
e0001495,2024-01-03T05:47:47,2024-01-03,purchase,web,u0078,85.29
e0001307,2024-01-03T05:50:07,2024-01-03,support_ticket,mobile,u0043,0.0
e0001511,2024-01-03T05:52:37,2024-01-03,purchase,mobile,u0238,20.37
e0001419,2024-01-03T05:57:40,2024-01-03,signup,partner,u0086,0.0
e0001253,2024-01-03T06:04:42,2024-01-03,signup,mobile,u0024,0.0
e0001701,2024-01-03T06:05:42,2024-01-03,purchase,api,u0336,51.01
e0001586,2024-01-03T06:06:50,2024-01-03,refund,api,u0217,-39.33
e0001493,2024-01-03T06:12:19,2024-01-03,signup,mobile,u0003,0.0
e0001373,2024-01-03T06:13:08,2024-01-03,support_ticket,partner,u0187,0.0
e0001716,2024-01-03T06:14:05,2024-01-03,signup,mobile,u0349,0.0
e0001587,2024-01-03T06:15:15,2024-01-03,support_ticket,api,u0249,0.0
e0001519,2024-01-03T06:15:38,2024-01-03,signup,partner,u0461,0.0
e0001378,2024-01-03T06:17:59,2024-01-03,signup,mobile,u0281,0.0
e0001397,2024-01-03T06:18:34,2024-01-03,purchase,api,u0133,44.66
e0001608,2024-01-03T06:21:02,2024-01-03,purchase,web,u0247,52.31
e0001343,2024-01-03T06:22:10,2024-01-03,support_ticket,api,u0121,0.0
e0001313,2024-01-03T06:29:09,2024-01-03,purchase,mobile,u0128,18.67
e0001282,2024-01-03T06:30:33,2024-01-03,support_ticket,partner,u0327,0.0
e0001560,2024-01-03T06:31:40,2024-01-03,support_ticket,mobile,u0028,0.0
e0001647,2024-01-03T06:35:41,2024-01-03,signup,api,u0191,0.0
e0001291,2024-01-03T06:43:40,2024-01-03,signup,partner,u0324,0.0
e0001297,2024-01-03T06:54:07,2024-01-03,signup,mobile,u0246,0.0
e0001735,2024-01-03T06:57:17,2024-01-03,purchase,partner,u0222,50.36
e0001694,2024-01-03T06:57:19,2024-01-03,purchase,web,u0038,42.71
e0001616,2024-01-03T07:00:13,2024-01-03,purchase,partner,u0168,62.24
e0001752,2024-01-03T07:02:26,2024-01-03,refund,api,u0052,-13.03
e0001626,2024-01-03T07:03:28,2024-01-03,purchase,api,u0381,36.72
e0001263,2024-01-03T07:04:01,2024-01-03,support_ticket,partner,u0103,0.0
e0001355,2024-01-03T07:21:37,2024-01-03,support_ticket,mobile,u0413,0.0
e0001285,2024-01-03T07:23:28,2024-01-03,signup,mobile,u0402,0.0
e0001520,2024-01-03T07:25:17,2024-01-03,support_ticket,web,u0094,0.0
e0001757,2024-01-03T07:28:21,2024-01-03,purchase,api,u0053,59.47
e0001476,2024-01-03T07:29:22,2024-01-03,signup,web,u0028,0.0
e0001696,2024-01-03T07:29:43,2024-01-03,purchase,web,u0244,24.03
e0001717,2024-01-03T07:31:13,2024-01-03,refund,mobile,u0346,-16.89
e0001681,2024-01-03T07:34:18,2024-01-03,support_ticket,mobile,u0105,0.0
e0001734,2024-01-03T07:36:37,2024-01-03,purchase,partner,u0272,17.63
e0001320,2024-01-03T07:39:00,2024-01-03,signup,web,u0330,0.0
e0001661,2024-01-03T07:39:44,2024-01-03,purchase,mobile,u0104,74.47
e0001335,2024-01-03T07:41:56,2024-01-03,signup,mobile,u0086,0.0
e0001486,2024-01-03T07:48:30,2024-01-03,purchase,partner,u0138,70.91
e0001623,2024-01-03T07:50:41,2024-01-03,refund,partner,u0409,-53.45
e0001283,2024-01-03T07:50:59,2024-01-03,purchase,mobile,u0046,24.17
